layer,token,train_score,validation_score
0,-1,0.9394812680115274,0.9782608695652174
0,-2,0.9394812680115274,0.9782608695652174
0,-3,0.9394812680115274,0.9782608695652174
0,-4,0.9394812680115274,0.9782608695652174
0,-5,0.9394812680115274,0.9782608695652174
0,-6,0.9394812680115274,0.9782608695652174
0,-7,0.9394812680115274,0.9782608695652174
0,-8,0.9394812680115274,0.9782608695652174
0,-9,0.9394812680115274,0.9782608695652174
0,-10,0.9394812680115274,0.9782608695652174
1,-1,0.9394812680115274,0.9782608695652174
1,-2,0.9394812680115274,0.9782608695652174
1,-3,0.9394812680115274,0.9782608695652174
1,-4,0.9394812680115274,0.9782608695652174
1,-5,0.9394812680115274,0.9782608695652174
1,-6,0.9394812680115274,0.9782608695652174
1,-7,0.9394812680115274,0.9782608695652174
1,-8,0.9394812680115274,0.9782608695652174
1,-9,0.9394812680115274,0.9782608695652174
1,-10,0.9394812680115274,0.9782608695652174
2,-1,0.9394812680115274,0.9782608695652174
2,-2,0.9394812680115274,0.9782608695652174
2,-3,0.9394812680115274,0.9782608695652174
2,-4,0.008645533141210375,0.0
2,-5,0.9394812680115274,0.9782608695652174
2,-6,0.9394812680115274,0.9782608695652174
2,-7,0.9394812680115274,0.9782608695652174
2,-8,0.9394812680115274,0.9782608695652174
2,-9,0.9394812680115274,0.9782608695652174
2,-10,0.9394812680115274,0.9782608695652174
3,-1,0.9394812680115274,0.9782608695652174
3,-2,0.9394812680115274,0.9782608695652174
3,-3,0.9394812680115274,0.9782608695652174
3,-4,0.9394812680115274,0.9782608695652174
3,-5,0.9394812680115274,0.9782608695652174
3,-6,0.9394812680115274,0.9782608695652174
3,-7,0.9394812680115274,0.9782608695652174
3,-8,0.9394812680115274,0.9782608695652174
3,-9,0.9394812680115274,0.9782608695652174
3,-10,0.9394812680115274,0.9782608695652174
4,-1,0.9394812680115274,0.9782608695652174
4,-2,0.9394812680115274,0.9782608695652174
4,-3,0.9394812680115274,0.9782608695652174
4,-4,0.9394812680115274,0.9782608695652174
4,-5,0.9394812680115274,0.9782608695652174
4,-6,0.9394812680115274,0.9782608695652174
4,-7,0.9394812680115274,0.9782608695652174
4,-8,0.9394812680115274,0.9782608695652174
4,-9,0.9394812680115274,0.9782608695652174
4,-10,0.9394812680115274,0.9782608695652174
5,-1,0.9394812680115274,0.9782608695652174
5,-2,0.9394812680115274,0.9782608695652174
5,-3,0.9394812680115274,0.9782608695652174
5,-4,0.9394812680115274,0.9782608695652174
5,-5,0.9394812680115274,0.9782608695652174
5,-6,0.9394812680115274,0.9782608695652174
5,-7,0.9394812680115274,0.9782608695652174
5,-8,0.9394812680115274,0.9782608695652174
5,-9,0.9394812680115274,0.9782608695652174
5,-10,0.9394812680115274,0.9782608695652174
6,-1,0.9394812680115274,0.9782608695652174
6,-2,0.9394812680115274,0.9782608695652174
6,-3,0.9394812680115274,0.9782608695652174
6,-4,0.9394812680115274,0.9782608695652174
6,-5,0.9394812680115274,0.9782608695652174
6,-6,0.9394812680115274,0.9782608695652174
6,-7,0.9394812680115274,0.9782608695652174
6,-8,0.9394812680115274,0.9782608695652174
6,-9,0.9394812680115274,0.9782608695652174
6,-10,0.9394812680115274,0.9782608695652174
7,-1,0.9394812680115274,0.9782608695652174
7,-2,0.9394812680115274,0.9782608695652174
7,-3,0.9394812680115274,0.9782608695652174
7,-4,0.9394812680115274,0.9782608695652174
7,-5,0.9394812680115274,0.9782608695652174
7,-6,0.9394812680115274,0.9782608695652174
7,-7,0.9394812680115274,0.9782608695652174
7,-8,0.9394812680115274,0.9782608695652174
7,-9,0.8069164265129684,0.8043478260869565
7,-10,0.9394812680115274,0.9782608695652174
8,-1,0.9394812680115274,0.9782608695652174
8,-2,0.9394812680115274,0.9782608695652174
8,-3,0.9394812680115274,0.9782608695652174
8,-4,0.9394812680115274,0.9782608695652174
8,-5,0.9394812680115274,0.9782608695652174
8,-6,0.9394812680115274,0.9782608695652174
8,-7,0.9394812680115274,0.9782608695652174
8,-8,0.9394812680115274,0.9782608695652174
8,-9,0.9394812680115274,0.9782608695652174
8,-10,0.9394812680115274,0.9782608695652174
9,-1,0.9394812680115274,0.9782608695652174
9,-2,0.9394812680115274,0.9782608695652174
9,-3,0.9394812680115274,0.9782608695652174
9,-4,0.9394812680115274,0.9782608695652174
9,-5,0.9394812680115274,0.9782608695652174
9,-6,0.9394812680115274,0.9782608695652174
9,-7,0.9394812680115274,0.9782608695652174
9,-8,0.9394812680115274,0.9782608695652174
9,-9,0.9394812680115274,0.9782608695652174
9,-10,0.9394812680115274,0.9782608695652174
10,-1,0.9394812680115274,0.9782608695652174
10,-2,0.9365994236311239,0.9782608695652174
10,-3,0.9394812680115274,0.9782608695652174
10,-4,0.9394812680115274,0.9782608695652174
10,-5,0.9394812680115274,0.9782608695652174
10,-6,0.9394812680115274,0.9782608695652174
10,-7,0.9394812680115274,0.9782608695652174
10,-8,0.9394812680115274,0.9782608695652174
10,-9,0.9481268011527377,0.9782608695652174
10,-10,0.9394812680115274,0.9782608695652174
11,-1,0.9394812680115274,0.9782608695652174
11,-2,0.9394812680115274,0.9782608695652174
11,-3,0.9394812680115274,0.9782608695652174
11,-4,0.9394812680115274,0.9782608695652174
11,-5,0.9394812680115274,0.9782608695652174
11,-6,0.9394812680115274,0.9782608695652174
11,-7,0.9394812680115274,0.9782608695652174
11,-8,0.9394812680115274,0.9782608695652174
11,-9,0.9394812680115274,0.9347826086956522
11,-10,0.9394812680115274,0.9782608695652174
12,-1,0.9394812680115274,0.9782608695652174
12,-2,0.9394812680115274,0.9782608695652174
12,-3,0.9394812680115274,0.9782608695652174
12,-4,0.9394812680115274,0.9782608695652174
12,-5,0.9394812680115274,0.9782608695652174
12,-6,0.9394812680115274,0.9782608695652174
12,-7,0.9423631123919308,0.9782608695652174
12,-8,0.9394812680115274,0.9782608695652174
12,-9,0.9020172910662824,0.782608695652174
12,-10,0.9481268011527377,0.9347826086956522
13,-1,0.9394812680115274,0.9782608695652174
13,-2,0.9394812680115274,0.9782608695652174
13,-3,0.9394812680115274,0.9782608695652174
13,-4,0.8501440922190202,0.8695652173913043
13,-5,0.9394812680115274,0.9782608695652174
13,-6,0.9394812680115274,0.9782608695652174
13,-7,0.9394812680115274,0.9782608695652174
13,-8,0.9510086455331412,0.9782608695652174
13,-9,0.9769452449567724,0.9565217391304348
