layer,token,train_score,validation_score
13,-10,0.9423631123919308,0.9565217391304348
14,-1,0.9394812680115274,0.9782608695652174
14,-2,0.9394812680115274,0.9782608695652174
14,-3,0.9394812680115274,0.9782608695652174
14,-4,0.8818443804034583,0.8695652173913043
14,-5,0.9394812680115274,0.9782608695652174
14,-6,0.9394812680115274,0.9782608695652174
14,-7,0.9510086455331412,0.9782608695652174
14,-8,0.9452449567723343,0.9782608695652174
14,-9,0.9538904899135446,0.9782608695652174
14,-10,0.9394812680115274,0.9347826086956522
15,-1,0.9394812680115274,0.9782608695652174
15,-2,0.9394812680115274,0.9782608695652174
15,-3,0.9394812680115274,0.9782608695652174
15,-4,0.9394812680115274,0.9782608695652174
15,-5,0.9394812680115274,0.9782608695652174
15,-6,0.9394812680115274,0.9782608695652174
15,-7,0.9394812680115274,0.9782608695652174
15,-8,0.9452449567723343,0.9782608695652174
15,-9,0.9827089337175793,0.9347826086956522
15,-10,0.9538904899135446,0.9782608695652174
16,-1,0.9538904899135446,0.9782608695652174
16,-2,0.9394812680115274,0.9782608695652174
16,-3,0.9394812680115274,0.9782608695652174
16,-4,0.9394812680115274,0.9782608695652174
16,-5,0.9394812680115274,0.9782608695652174
16,-6,0.9394812680115274,0.9782608695652174
16,-7,0.9538904899135446,0.9782608695652174
16,-8,0.9394812680115274,0.9782608695652174
16,-9,0.5936599423631124,0.5217391304347826
16,-10,0.9423631123919308,0.9782608695652174
17,-1,0.9394812680115274,0.9782608695652174
17,-2,0.9394812680115274,0.9782608695652174
17,-3,0.9394812680115274,0.9782608695652174
17,-4,0.9394812680115274,0.9782608695652174
17,-5,0.9394812680115274,0.9782608695652174
17,-6,0.9394812680115274,0.9782608695652174
17,-7,0.9394812680115274,0.9782608695652174
17,-8,0.9394812680115274,0.9782608695652174
17,-9,0.9423631123919308,0.9782608695652174
17,-10,0.9596541786743515,0.9565217391304348
18,-1,0.9423631123919308,0.9782608695652174
18,-2,0.9394812680115274,0.9782608695652174
18,-3,0.9365994236311239,0.9782608695652174
18,-4,0.9394812680115274,0.9782608695652174
18,-5,0.9394812680115274,0.9782608695652174
18,-6,0.9394812680115274,0.9782608695652174
18,-7,0.9394812680115274,0.9782608695652174
18,-8,0.9452449567723343,0.9565217391304348
18,-9,0.9423631123919308,0.9782608695652174
18,-10,0.9711815561959655,0.9782608695652174
19,-1,0.930835734870317,0.9130434782608695
19,-2,0.9394812680115274,0.9782608695652174
19,-3,0.9394812680115274,0.9782608695652174
19,-4,0.9394812680115274,0.9782608695652174
19,-5,0.9394812680115274,0.9782608695652174
19,-6,0.9394812680115274,0.9782608695652174
19,-7,0.9394812680115274,0.9782608695652174
19,-8,0.9394812680115274,0.9782608695652174
19,-9,0.9394812680115274,0.9782608695652174
19,-10,0.9452449567723343,0.9782608695652174
20,-1,0.9394812680115274,0.9782608695652174
20,-2,0.7463976945244957,0.782608695652174
20,-3,0.9394812680115274,0.9782608695652174
20,-4,0.9394812680115274,0.9782608695652174
20,-5,0.9394812680115274,0.9782608695652174
20,-6,0.9394812680115274,0.9782608695652174
20,-7,0.9394812680115274,0.9782608695652174
20,-8,0.9394812680115274,0.9782608695652174
20,-9,0.9394812680115274,0.9782608695652174
20,-10,0.9394812680115274,0.9782608695652174
21,-1,0.9394812680115274,0.9782608695652174
21,-2,0.9423631123919308,0.9782608695652174
21,-3,0.9394812680115274,0.9782608695652174
21,-4,0.9394812680115274,0.9782608695652174
21,-5,0.9394812680115274,0.9782608695652174
21,-6,0.9394812680115274,0.9782608695652174
21,-7,0.9394812680115274,0.9782608695652174
21,-8,0.9394812680115274,0.9782608695652174
21,-9,0.9394812680115274,0.9782608695652174
21,-10,0.9481268011527377,0.9782608695652174
22,-1,0.9394812680115274,0.9782608695652174
22,-2,0.9481268011527377,0.9782608695652174
22,-3,0.9394812680115274,0.9782608695652174
22,-4,0.9394812680115274,0.9782608695652174
22,-5,0.9394812680115274,0.9782608695652174
22,-6,0.9394812680115274,0.9782608695652174
22,-7,0.9423631123919308,0.9782608695652174
22,-8,0.9510086455331412,0.9347826086956522
22,-9,0.9452449567723343,0.9782608695652174
22,-10,0.9567723342939481,0.9565217391304348
23,-1,0.9394812680115274,0.9782608695652174
23,-2,0.9452449567723343,0.9565217391304348
23,-3,0.9394812680115274,0.9782608695652174
23,-4,0.9394812680115274,0.9782608695652174
23,-5,0.9394812680115274,0.9782608695652174
23,-6,0.9394812680115274,0.9782608695652174
23,-7,0.9394812680115274,0.9782608695652174
23,-8,0.9394812680115274,0.9782608695652174
23,-9,0.9394812680115274,0.9782608695652174
23,-10,0.9394812680115274,0.9782608695652174
24,-1,0.9394812680115274,0.9782608695652174
24,-2,0.9394812680115274,0.9782608695652174
24,-3,0.9481268011527377,0.9782608695652174
24,-4,0.9394812680115274,0.9782608695652174
24,-5,0.9394812680115274,0.9782608695652174
24,-6,0.9394812680115274,0.9782608695652174
24,-7,0.9394812680115274,0.9782608695652174
24,-8,0.968299711815562,0.9782608695652174
24,-9,0.9394812680115274,0.9782608695652174
24,-10,0.9654178674351584,0.9565217391304348
25,-1,0.9394812680115274,0.9782608695652174
25,-2,0.9394812680115274,0.9782608695652174
25,-3,0.9452449567723343,0.9782608695652174
25,-4,0.9394812680115274,0.9782608695652174
25,-5,0.9394812680115274,0.9782608695652174
25,-6,0.9394812680115274,0.9782608695652174
25,-7,0.9394812680115274,0.9782608695652174
25,-8,0.9510086455331412,0.9782608695652174
25,-9,0.9510086455331412,0.9782608695652174
25,-10,0.962536023054755,0.9782608695652174
26,-1,0.9394812680115274,0.9782608695652174
26,-2,0.9394812680115274,0.9782608695652174
26,-3,0.9279538904899135,0.9782608695652174
26,-4,0.9394812680115274,0.9782608695652174
26,-5,0.9394812680115274,0.9782608695652174
26,-6,0.9394812680115274,0.9782608695652174
26,-7,0.9423631123919308,0.9782608695652174
26,-8,0.9394812680115274,0.9782608695652174
26,-9,0.9769452449567724,0.9782608695652174
26,-10,0.9510086455331412,0.9782608695652174
27,-1,0.9394812680115274,0.9782608695652174
27,-2,0.9567723342939481,0.9782608695652174
27,-3,0.9538904899135446,0.9565217391304348
27,-4,0.9394812680115274,0.9782608695652174
27,-5,0.9394812680115274,0.9782608695652174
27,-6,0.9394812680115274,0.9782608695652174
27,-7,0.9394812680115274,0.9782608695652174
27,-8,0.9394812680115274,0.9782608695652174
27,-9,0.9654178674351584,0.9565217391304348
27,-10,0.9596541786743515,0.9565217391304348
28,-1,0.9394812680115274,0.9782608695652174
28,-2,0.9394812680115274,0.9782608695652174
28,-3,0.9423631123919308,0.9782608695652174
28,-4,0.9394812680115274,0.9782608695652174
28,-5,0.9394812680115274,0.9782608695652174
28,-6,0.9048991354466859,0.9782608695652174
28,-7,0.9394812680115274,0.9782608695652174
28,-8,0.9538904899135446,0.9782608695652174
28,-9,0.9452449567723343,0.9782608695652174
28,-10,0.9048991354466859,0.8695652173913043
29,-1,0.9394812680115274,0.9782608695652174
29,-2,0.9452449567723343,0.9782608695652174
29,-3,0.9394812680115274,0.9782608695652174
29,-4,0.9423631123919308,0.9782608695652174
29,-5,0.9884726224783862,0.9782608695652174
29,-6,0.9394812680115274,0.9782608695652174
29,-7,0.9510086455331412,0.9782608695652174
29,-8,1.0,0.9565217391304348
29,-9,0.9711815561959655,0.9565217391304348
29,-10,0.9452449567723343,0.9565217391304348
30,-1,0.9394812680115274,0.9782608695652174
30,-2,0.9394812680115274,0.9782608695652174
30,-3,0.9538904899135446,0.9347826086956522
30,-4,0.9394812680115274,0.9782608695652174
30,-5,0.9394812680115274,0.9782608695652174
30,-6,0.9394812680115274,0.9782608695652174
30,-7,0.9394812680115274,0.9782608695652174
30,-8,0.9740634005763689,0.9565217391304348
30,-9,0.9740634005763689,0.9565217391304348
30,-10,0.9481268011527377,0.9782608695652174
31,-1,0.9481268011527377,0.9782608695652174
31,-2,0.9394812680115274,0.9782608695652174
31,-3,0.9567723342939481,0.9782608695652174
31,-4,0.9711815561959655,0.9782608695652174
31,-5,0.9394812680115274,0.9782608695652174
31,-6,0.9452449567723343,0.9782608695652174
31,-7,0.9394812680115274,0.9782608695652174
31,-8,0.968299711815562,0.9565217391304348
31,-9,0.9769452449567724,0.9565217391304348
31,-10,0.9654178674351584,0.9565217391304348
32,-1,0.9394812680115274,0.9782608695652174
32,-2,0.9423631123919308,0.9782608695652174
32,-3,0.9884726224783862,0.9782608695652174
32,-4,0.9423631123919308,0.9782608695652174
32,-5,0.9394812680115274,0.9782608695652174
32,-6,0.9394812680115274,0.9782608695652174
32,-7,0.9567723342939481,0.9782608695652174
32,-8,1.0,0.9782608695652174
32,-9,0.962536023054755,0.9130434782608695
32,-10,0.9798270893371758,0.9347826086956522
